"","name","state","state_code","type","degree_length","room_and_board","in_state_tuition","in_state_total","out_of_state_tuition","out_of_state_total","total_enrollment","rank","early_career_pay","mid_career_pay","make_world_better_percent","stem_percent","matched","degree_type","cash_monitoring","pred_degree_type","highest_degree","type_school","ST_FIPS","region","locale","hbcu","pbi","annhi","tribal","AANAPII","his","nanti","men_only","women_only","admission_rate","sat_avg","distance_only","netprice_lowincome","tuit_fte","inexp_fte","avg_fac_salary","pct_ft_fac","pct_pell","C150_POOLED","age_entry","first_gen","med_fam_inc","pct_grad_degree","pct_domestic","median_hh_income","poverty_rate","unemployment_rate","Women","American Indian / Alaska Native","Asian","Black","Hispanic","Native Hawaiian / Pacific Islander","White","Two Or More Races","Unknown","Non-Resident Foreign","Total Minority"
"181","Manchester University","Indiana","IN","Private",2,9580,32758,42338,32758,42338,1488,20,46900,84700,56,10,"Manchester University","3",0,"3",4,2,18,"3","32","0","0","0",1,"0","0","0","0","0",0.760790774,1180,1,13429,18169,11114,7899,0.7829,0.4446,0.5557,19.79076087,0.336690648,63382.5,6.190000057,0.336690648,60877.57,5.639999866,2.769999981,794,2,61,86,67,0,1186,43,15,28,259
"182","Arizona State University","Arizona","AZ","Public",2,12648,10822,23470,28336,40984,50320,3,54500,100900,52,30,"Arizona State University Campus Immersion","3",0,"3",4,1,4,"6","12","0","0","0",1,"0","1","0","0","0",0.863605879,1180,1,9506,18530,13199,11668,0.7237,0.3276,0.6601,24.7478311,0.381317921,35851.5,9.539999962,0.381317921,69074.33,7.710000038,3.150000095,21614,651,3185,1803,8239,103,26155,1765,465,7954,15746
"183","Utah State University","Utah","UT","Public",2,6400,7424,13824,21505,27905,3696,4,52400,93900,61,14,"Utah State University","3",0,"3",4,1,49,"7","13","0","0","0",1,"0","0","0","0","0",0.926318494,1217,1,9676,6662,10909,9658,0.9695,0.2881,0.5306,23.22489462,0.283578174,42950.5,8.670000076,0.283578174,60534.36,7.389999866,3.569999933,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"184","Massachusetts Institute of Technology","Massachusetts","MA","Private",2,15510,51832,67342,51832,67342,11319,1,86300,155200,52,69,"Massachusetts Institute of Technology","3",0,"3",4,2,25,"1","12","0","0","0",1,"0","0","0","0","0",0.041064982,1180,1,-7952,31063,81122,20300,0.9886,0.1988,0.959,19.34846267,0.258513932,53870,16.05999947,0.258513932,77426.3,7.349999905,3.220000029,4226,18,1832,344,1087,1,3748,415,572,3302,3697
"185","Golden Gate University","California","CA","Private",2,10480,15840,15840,15840,15840,2909,24,59200,109800,49,3,"Golden Gate University","3",0,"3",4,2,6,"8","11","0","0","0",1,"0","0","0","0","0",0.760658545,1180,1,14200.5,19341,7963,9486,1,0.1563,0.6135,33.2748538,0.52739726,38994,12.80000019,0.52739726,77146.23,7.989999771,3.440000057,1593,11,496,191,280,46,873,53,560,399,1077
"186","Lyon College","Arkansas","AR","Private",2,9130,28790,37920,28790,37920,712,15,41200,74300,53,33,"Lyon College","3",0,"3",3,2,5,"5","33","0","0","0",1,"0","0","0","0","0",0.272094926,1163,1,8318,8641,11444,6087,0.8596,0.388,0.439,19.92011019,0.3,51394,5.940000057,0.3,48616.43,10.38000011,3.190000057,338,10,11,47,44,0,530,0,46,24,112
"187","Cameron University","Oklahoma","OK","Public",2,5452,6450,11902,15870,21322,5537,11,43900,81500,54,14,"Cameron University","3",0,"3",4,1,40,"6","13","0","0","0",1,"0","0","0","0","0",0.760658545,1180,1,7545,5356,8662,6348,0.5882,0.4548,0.25,24.64199475,0.469858156,27268,5.800000191,0.469858156,45647.3,12.85999966,3.75,3352,296,93,861,644,36,2799,427,118,263,2357
"188","West Virginia University Institute of Technology","West Virginia","WV","Public",2,11390,7464,18854,18648,30038,1261,1,57100,103700,56,40,"West Virginia University Institute of Technology","3",0,"3",3,1,54,"5","13","0","0","0",1,"0","0","0","0","0",0.886459724,1148,1,7678,5828,4854,7567,0.7109,0.2699,0.2791,20.54234904,0.303916338,60096,9.510000229,0.303916338,57483.6,9.159999847,3.359999895,493,5,18,83,54,0,958,32,26,85,192
"189","University of Hawaii at Manoa","Hawaii","HI","Public",2,13689,11970,25659,34002,47691,3696,3,51600,91600,56,18,"University of Hawaii at Manoa","3",0,"3",4,1,15,"8","11","0","0","1",1,"1","0","0","0","0",0.699801091,1175,1,9247,11441,22581,12905,0.7864,0.2574,0.6033,22.49953832,0.338430684,40609,9.760000229,0.338430684,71646.27,7.199999809,3.529999971,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"190","Colorado State University","Colorado","CO","Public",2,11964,11831,23795,29732,41696,3696,6,53500,96100,51,28,"Colorado State University-Fort Collins","3",0,"3",4,1,8,"7","12","0","0","0",1,"0","0","0","0","0",0.896409802,1205,1,11942,15851,14690,10534,0.7261,0.2128,0.6964,21.38230155,0.242137123,63463.5,12.59000015,0.242137123,73818.06,5.110000134,2.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"191","Elon University","North Carolina","NC","Private",2,12230,35319,47549,35319,47549,6483,6,53600,93700,43,7,"Elon University","3",0,"3",4,2,37,"5","22","0","0","0",1,"0","0","0","0","0",0.777111136,1180,1,23286,29075,14211,9501,0.7894,0.0919,0.8305,19.54883319,0.090909091,112797,14.23999977,0.090909091,81102.4,4.829999924,2.579999924,3856,29,146,391,316,3,5289,110,92,107,995
"192","Stanford University","California","CA","Private",2,15763,51354,67117,51354,67117,16963,4,79000,145200,56,51,"Stanford University","3",0,"3",4,2,6,"8","21","0","0","0",1,"0","0","0","0","0",0.039480089,1528,1,-3106,25894,124493,21334,0.9913,0.1915,0.9538,19.70933014,0.303385417,44842,16.52000046,0.303385417,80275.59,7.550000191,3.450000048,7034,98,2630,633,1749,30,6218,1142,584,3879,6282
"193","Austin Peay State University","Tennessee","TN","Public",2,10700,8411,19111,24467,35167,10111,20,44200,78200,63,10,"Austin Peay State University","3",0,"3",4,1,47,"5","12","0","0","0",1,"0","0","0","0","0",0.934296458,1085,1,12439,6097,8701,8244,1,0.4677,0.4521,23.3785389,0.395009936,31930,5.519999981,0.395009936,52472.51,8.930000305,3.529999971,6110,40,157,1902,575,19,6637,514,224,43,3207
"194","Southern Oregon University","Oregon","OR","Public",2,13199,9654,22853,25584,38783,5954,16,46000,81200,54,6,"Southern Oregon University","3",0,"3",4,1,41,"8","22","0","0","0",1,"0","0","0","0","0",0.897020387,1103,1,8425,8027,8758,9106,0.6332,0.2504,0.4351,24.49053628,0.403769275,32578,9.340000153,0.403769275,54749.32,8.699999809,4.340000153,3471,71,124,116,477,26,3206,274,1510,150,1088
"195","University of Texas at San Antonio","Texas","TX","Public",2,11578,9900,21478,24262,35840,28628,15,59400,100200,85,4,"The University of Texas at San Antonio","3",0,"3",4,1,48,"6","11","0","0","0",1,"0","1","0","0","0",0.904998619,1119,1,7509,8581,5076,9858,0.7763,0.4417,0.4862,21.65456566,0.388502455,36359.5,9.329999924,0.388502455,63798.29,10.67000008,3.380000114,14091,59,1485,2471,13849,55,7890,831,311,1677,18750
"196","University of Alabama in Huntsville","Alabama","AL","Public",2,10094,10714,20808,22362,32456,3696,2,57500,103900,59,45,"University of Alabama in Huntsville","3",0,"3",4,1,1,"5","12","0","0","0",1,"0","0","0","0","0",0.73672375,1300,1,14651,8246,8156,9820,0.6538,0.2377,0.5925,22.72791963,0.310132159,44787,8.909999847,0.310132159,58688.62,9.369999886,3.640000105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"197","James Madison University","Virginia","VA","Public",2,10092,12016,22108,28416,38508,20855,9,57400,102600,42,12,"James Madison University","3",0,"3",4,1,51,"5","13","0","0","0",1,"0","0","0","0","0",0.862533056,1233,1,14116,10561,9104,9596,0.8077,0.1443,0.8202,20.1580633,0.208308953,92165,13.39000034,0.208308953,81580.49,4.659999847,2.390000105,12428,31,889,863,1043,39,16110,709,676,495,3574
"198","Whitman College","Washington","WA","Private",2,13174,51764,64938,51764,64938,1498,7,54600,102600,53,33,"Whitman College","3",0,"3",3,2,53,"8","13","0","0","0",1,"0","0","0","0","0",0.589524733,1394,1,15408,25008,20505,9376,0.8627,0.1404,0.8719,19.43234323,0.116838488,98863,13.93000031,0.116838488,70542.39,6.320000172,3.470000029,843,5,80,14,117,0,1090,85,49,58,301
"199","Cleveland State University","Ohio","OH","Public",2,13560,10625,24185,14992,28552,16936,21,48300,88600,51,20,"Cleveland State University","3",0,"3",4,1,39,"3","11","0","0","0",1,"0","0","0","0","0",0.912915001,1114,1,13468,11072,10210,9778,0.4868,0.3799,0.4966,23.7088226,0.383755459,33556,8.739999771,0.383755459,57782.89,9.920000076,3.680000067,9311,26,504,2927,731,18,10437,435,415,1443,4641
"200","Kentucky Christian University","Kentucky","KY","Private",2,8270,19820,28090,19820,28090,658,22,39600,70300,68,3,"Kentucky Christian University","3",0,"3",4,2,21,"5","32","0","0","0",1,"0","0","0","0","0",0.576821773,984,1,22145,3516,5724,4822,0.2784,0.4183,0.3346,21.0751634,0.295774648,42846,5.929999828,0.295774648,53919.37,9.949999809,3.279999971,302,2,4,56,8,0,440,7,128,13,77
"201","North Carolina Agricultural and Technical State University","North Carolina","NC","Public",2,7624,6612,14236,19822,27446,3696,7,52600,93400,61,25,"North Carolina A & T State University","3",0,"3",4,1,37,"5","11","1","0","0",1,"0","0","0","0","0",0.573485693,1038,1,7938,5639,7339,8573,0.5901,0.5312,0.5259,21.35344314,0.280862182,32000,7.539999962,0.280862182,56398.61,10.72999954,4.119999886,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"202","University of Maryland: Baltimore","Maryland","MD","Public",2,10480,11033,11033,39267,39267,3696,8,57300,99600,76,4,"University of Maryland Baltimore","3",0,"3",4,1,24,"2","11","0","0","0",1,"0","0","0","0","0",0.760658545,1180,1,14200.5,18535,28372,11679,0.4016,0.2149,0.6135,27.66435185,0.378947368,38652,15,0.378947368,76216.4,7.289999962,3.180000067,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"203","Union University","Tennessee","TN","Private",2,10200,32890,43090,32890,43090,3696,12,46400,83000,59,6,"Union University","3",0,"3",4,2,47,"5","13","0","0","0",1,"0","0","0","0","0",0.528947368,1259,1,25950,15727,12248,7447,0.9736,0.2748,0.6711,26.93713733,0.325237592,39416,7.159999847,0.325237592,58820.27,8.920000076,3.329999924,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"204","Augustana University","South Dakota","SD","Private",2,8248,33018,41266,33018,41266,3696,3,47900,88400,54,18,"Augustana University","3",0,"3",4,2,46,"4","12","0","0","0",1,"0","0","0","0","0",0.718210013,1215,1,22893,15473,12438,6810,0.6267,0.1727,0.7143,20.23606557,0.144827586,83402.5,6.75,0.144827586,60196.68,5.679999828,2.279999971,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"205","University of Mount Union","Ohio","OH","Private",2,10200,31260,41460,31260,41460,2262,22,48300,88500,41,19,"University of Mount Union","3",0,"3",4,2,39,"3","31","0","0","0",1,"0","0","0","0","0",0.797381901,1115,1,19062,15129,9683,7429,0.986,0.3187,0.6692,19.56219865,0.224924012,74635,6.789999962,0.224924012,61044.98,5.840000153,2.74000001,1134,4,15,122,41,0,1851,85,82,62,267
"206","Carleton College","Minnesota","MN","Private",2,14085,54759,68844,54759,68844,2057,1,58800,109900,47,45,"Carleton College","3",0,"3",3,2,27,"4","32","0","0","0",1,"0","0","0","0","0",0.175489577,1482,1,15025,34062,34119,12570,0.8321,0.1418,0.9265,19.38329238,0.156812339,78779,14.10000038,0.156812339,71070.84,6.730000019,3.230000019,1086,3,184,79,130,2,1333,93,36,197,491
"207","Clark University","Massachusetts","MA","Private",2,9170,45730,54900,45730,54900,3423,23,52600,101400,47,14,"Clark University","3",0,"3",4,2,25,"1","12","0","0","0",1,"0","0","0","0","0",0.480309165,1316,1,19148,22163,13386,11390,1,0.219,0.7713,19.71296296,0.162952646,77506,14.96000004,0.162952646,76163.05,6.489999771,2.970000029,1946,3,179,121,169,2,1752,59,291,847,533
"208","University of Colorado Colorado Springs","Colorado","CO","Public",2,10500,10463,20963,24893,35393,3696,9,52200,90900,53,21,"University of Colorado Colorado Springs","3",0,"3",4,1,8,"7","11","0","0","0",1,"0","0","0","0","0",0.952689076,1180,1,10891,9307,9798,8428,0.5998,0.2781,0.4457,23.31798715,0.313405381,42591,11.43000031,0.313405381,70639.18,5.400000095,2.869999886,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"209","Portland State University","Oregon","OR","Public",2,10428,9105,19533,27060,37488,27696,12,50800,90500,48,16,"Portland State University","3",0,"3",4,1,41,"8","11","0","0","0",1,"1","0","0","0","0",0.984254264,1099,1,12082,10003,9642,10304,0.5443,0.3922,0.5154,25.95332158,0.391093011,25986,10.81000042,0.391093011,62889.32,7.110000134,4.070000172,14811,376,2024,886,2664,164,16493,1314,1446,2329,7428
"210","University of Wisconsin-Milwaukee","Wisconsin","WI","Public",2,10728,11084,21812,22364,33092,3696,9,50600,90300,50,17,"University of Wisconsin-Milwaukee","3",0,"3",4,1,55,"3","11","0","0","0",1,"0","0","0","0","0",0.889583754,1100,1,11427,8327,9015,9099,0.6167,0.3095,0.4648,22.25182983,0.33047751,50518.5,8.630000114,0.33047751,65921.14,6.309999943,3.220000029,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"211","University of Montana: Western","Montana","MT","Public",2,7950,5717,13667,17179,25129,3696,9,35400,63700,63,4,"The University of Montana-Western","3",0,"3",3,1,30,"7","33","0","0","0",1,"0","0","0","0","0",0.333333333,1180,1,10160,5083,7639,7052,0.6857,0.3861,0.4417,23.08322825,0.359673025,42280,6.840000153,0.359673025,47125.83,10.81999969,3.650000095,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"212","Keene State College","New Hampshire","NH","Public",2,11026,14212,25238,23176,34202,4957,10,48900,83600,49,8,"Keene State College","3",0,"3",4,1,33,"1","32","0","0","0",1,"0","0","0","0","0",0.880942452,1079,1,14764,9300,11935,9477,0.3994,0.2351,0.6006,19.90396996,0.229955457,85479.5,12.09000015,0.229955457,75913.18,3.900000095,2.849999905,2831,14,56,48,156,2,4152,97,430,2,373
"213","Northwestern University","Illinois","IL","Private",2,16626,54567,71193,54567,71193,21554,2,63400,115400,46,20,"Northwestern University","3",0,"3",4,2,17,"3","13","0","0","0",1,"0","0","0","0","0",0.069716181,1529,1,7266,31160,37609,18123,0.8198,0.1869,0.9509,20.45249406,0.151571165,58835.5,16.02000046,0.151571165,81811.63,6,3.049999952,10109,22,2865,1058,1662,12,10394,702,1502,3337,6321
"214","George Fox University","Oregon","OR","Private",2,11250,36020,47270,36020,47270,3786,13,51200,89600,52,8,"George Fox University","3",0,"3",4,2,41,"8","31","0","0","0",1,"0","0","0","0","0",0.825372757,1184,1,24025,19634,11140,7658,0.2823,0.2813,0.6774,22.65224233,0.275630252,65806,8.5,0.275630252,65616.22,6.590000153,3.809999943,2136,24,133,68,263,19,2673,172,272,162,679
"215","Western Kentucky University","Kentucky","KY","Public",2,8343,10602,18945,26496,34839,20171,8,45500,83100,49,10,"Western Kentucky University","3",0,"3",4,1,21,"5","13","0","0","0",1,"0","0","0","0","0",0.984838043,1180,1,11532,7057,8739,7658,0.6954,0.296,0.5296,22.15254237,0.35703728,41838,6.769999981,0.35703728,50387.75,10.86999989,3.380000114,11710,46,210,1938,515,18,15314,444,252,1434,3171
"216","Louisiana College","Louisiana","LA","Private",2,5618,17000,22618,17000,22618,1256,17,44800,79800,58,4,"Louisiana Christian University","3",0,"3",4,2,22,"5","23","0","0","0",1,"0","0","0","0","0",0.760892667,1065,1,12976,9811,7840,5973,0.6239,0.4401,0.307,21.23834197,0.368421053,32431,5.880000114,0.368421053,46322.14,14.39999962,3.819999933,669,10,12,280,40,1,780,12,51,70,355
"217","Wheaton College","Illinois","IL","Private",2,10180,36420,46600,36420,46600,3696,11,53700,99700,55,12,"Wheaton College","3",0,"3",4,2,17,"3","21","0","0","0",1,"0","0","0","0","0",0.862518816,1351,1,16039,20478,16446,9425,0.6798,0.2181,0.8761,19.61080332,0.296914538213626,89742,13.46000004,0.296914538213626,81885.15,4.840000153,2.819999933,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"218","Embry-Riddle Aeronautical University: Worldwide Campus","Florida","FL","Private",2,10480,9360,9360,9360,9360,3696,7,55800,96800,67,3,"Embry-Riddle Aeronautical University-Worldwide","3",0,"3",4,2,12,"5","13","0","0","0",1,"0","0","0","0","0",0.724281285,1240,1,14115,12529,4997,7750,0.2285,0.2391,0.2144,25.38523146,0.355459272,38662,9.149999619,0.355459272,66671.2,7.300000191,3.200000048,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"219","Goddard College","Vermont","VT","Private",2,1698,16586,18284,16586,18284,538,10,42700,76900,52,0,"Goddard College","3",0,"3",4,2,50,"1","42","0","0","0",1,"0","0","0","0","0",1,1180,1,26729,21495,8106,5167,1,0.6645,0.4815,31.89403974,0.290780142,17619,13.03999996,0.290780142,61220.47,8.149999619,3.559999943,376,2,10,19,24,2,411,9,61,0,66
"220","College of Charleston","South Carolina","SC","Public",2,12166,12738,24904,31920,44086,11456,8,47300,85100,44,20,"College of Charleston","3",0,"3",4,1,45,"5","12","0","0","0",1,"0","0","0","0","0",0.76108182,1211,1,13454,15225,9160,9156,0.6505,0.2109,0.6635,20.9036275,0.200619893,58643,11.60000038,0.200619893,66962.7,7.679999828,2.950000048,7329,21,181,823,478,13,9221,401,150,168,1917
"221","Boise State University","Idaho","ID","Public",2,10692,7694,18386,23776,34468,22227,4,50100,86400,55,14,"Boise State University","3",0,"3",4,1,16,"7","12","0","0","0",1,"0","0","0","0","0",0.831288344,1180,1,13655,9383,7859,8627,0.5783,0.2105,0.5407,23.6500832,0.33470852,42915,7.71999979,0.33470852,58298.66,7.199999809,3.359999895,12120,132,436,357,2149,71,16919,697,650,816,3842
"222","North Carolina State University","North Carolina","NC","Public",2,11078,9101,20179,28444,39522,33989,4,57300,106500,52,47,"North Carolina State University at Raleigh","3",0,"3",4,1,37,"5","11","0","0","0",1,"0","0","0","0","0",0.47484696,1361,1,6974,10371,15880,11053,0.8764,0.1919,0.8413,20.85406112,0.192916738,64900,9.579999924,0.192916738,64180.75,7.360000134,3.049999952,15044,128,1679,2212,1392,27,22910,961,957,3723,6399
"223","Chadron State College","Nebraska","NE","Public",2,7380,7196,14576,7196,14576,3033,16,42300,76700,66,3,"Chadron State College","3",0,"3",4,1,31,"4","33","0","0","0",1,"0","0","0","0","0",0.760658545,1180,1,11608,5062,6401,7486,1,0.3419,0.4044,23.22326454,0.393360161,44641.5,6.170000076,0.393360161,47191.79,9.350000381,2.849999905,1765,36,25,116,180,11,2295,83,232,55,451
"224","Notre Dame of Maryland University","Maryland","MD","Private",2,11850,36900,48750,36900,48750,2764,23,48300,86400,58,3,"Notre Dame of Maryland University","3",0,"3",4,2,24,"2","11","0","0","0",1,"0","0","0","0","1",0.650881057,1180,1,21765,18076,12419,7089,0.4678,0.4556,0.535,27.92448513,0.40942928,45320,11.21000004,0.40942928,70799.46,6.710000038,3.109999895,2388,22,188,631,113,6,1715,0,58,31,960
"225","Indiana State University","Indiana","IN","Public",2,10590,9090,19680,19836,30426,13183,17,47900,85600,55,8,"Indiana State University","3",0,"3",4,1,18,"3","13","0","0","0",1,"0","0","0","0","0",0.936809475,1180,1,11032,6527,9989,7592,0.737,0.3829,0.4121,22.28447267,0.361903033,39723,7.199999809,0.361903033,56049.16,7.659999847,3.410000086,7260,36,179,2199,395,8,8743,374,251,998,3191
"226","Marshall University","West Virginia","WV","Public",2,10450,8128,18578,18614,29064,13381,9,45000,79700,50,12,"Marshall University","3",0,"3",4,1,54,"5","13","0","0","0",1,"0","0","0","0","0",0.978043556,1085,1,6067,7323,10643,8118,0.7881,0.376,0.5128,21.54223773,0.374023174,41378,6.860000134,0.374023174,45141.01,13.22000027,3.890000105,7833,47,157,738,231,10,10948,268,557,425,1451
"227","Rhode Island School of Design","Rhode Island","RI","Private",2,13400,50960,64360,50960,64360,2449,4,55500,100600,39,0,"Rhode Island School of Design","3",0,"3",4,2,44,"1","12","0","0","0",1,"0","0","0","0","0",0.186840995,1399,1,24390,43760,20946,10505,0.3922,0.1809,0.8746,19.88551402,0.105515588,81183.5,17.46999931,0.105515588,80568.35,6.710000038,3.140000105,1627,3,386,50,189,2,778,86,234,721,716
"228","Knox College","Illinois","IL","Private",2,9870,46554,56424,46554,56424,1399,15,50600,95400,45,24,"Knox College","3",0,"3",3,2,17,"3","32","0","0","0",1,"0","0","0","0","0",0.702384842,1276,1,18616,15942,16620,7027,0.745,0.318,0.7313,19.5654649,0.278455285,60911,12.09000015,0.278455285,71884.68,5.739999771,3.119999886,813,3,77,110,175,0,743,56,56,179,421
"229","Mississippi College","Mississippi","MS","Private",2,10300,18026,28326,18026,28326,4984,5,45200,79500,57,20,"Mississippi College","3",0,"3",4,2,28,"5","21","0","0","0",1,"0","0","0","0","0",0.489952971,1185,1,15483,10828,8165,7869,0.5239,0.2851,0.6402,22.26502311,0.256723716,39014.5,8.300000191,0.256723716,52824.92,13.21000004,3.890000105,2961,26,118,1164,124,5,2842,52,263,390,1489
"230","Kalamazoo College","Michigan","MI","Private",2,9756,48516,58272,48516,58272,1461,8,51600,94500,52,31,"Kalamazoo College","3",0,"3",3,2,26,"3","13","0","0","0",1,"0","0","0","0","0",0.795820896,1275,1,18832,15442,13803,8429,0.8195,0.255,0.7767,19.44337349,0.136950904,80869,14.82999992,0.136950904,74950.12,5.409999847,2.940000057,827,2,86,76,135,3,885,70,85,119,372
"231","Southern Arkansas University","Arkansas","AR","Public",2,6240,8676,14916,12786,19026,3546,9,42800,80100,56,53,"Southern Arkansas University Tech","1",0,"1",2,1,5,"5","42","0","0","0",1,"0","0","0","0","0",0.760658545,1180,1,6694,2182,10145,4549,0.7159,0.5579,0.4441,24.7195122,0.524390244,19465.5,3.74000001,0.524390244,39761.28,15.35000038,4.460000038,2048,17,25,945,77,28,2233,41,22,158,1133
